id;nomoficial;nom_mapa;st_asgeojson
1;CANTILO, Int.;INT. CANTILO;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4298968432179,-34.5508455176414],[-58.4313776294247,-34.5509926177968],[-58.4315908504273,-34.5509710326802],[-58.4316912931349,-34.550962607134],[-58.4317913113248,-34.5509512235143],[-58.4318907346981,-34.5509370226306],[-58.4319895632451,-34.5509200044842],[-58.4320876267196,-34.5509001690341],[-58.4321612601466,-34.5508832852809],[-58.4338422752327,-34.5505076268171],[-58.4338423049825,-34.5505076201686],[-58.4344784239625,-34.5501535272506],[-58.4358628476446,-34.5493948603969],[-58.4365809447448,-34.5489992839065],[-58.4372769816915,-34.5485920962668],[-58.4408440295606,-34.5466521055302],[-58.4421102378438,-34.5459568278665],[-58.4432543812694,-34.5453291388928],[-58.4441196647399,-34.5448544219638],[-58.4451607914639,-34.5442773654726],[-58.4460307261513,-34.5437989434629],[-58.4466750937199,-34.5433952781181]],[[-58.4466750937199,-34.5433952781181],[-58.4474042761118,-34.5428968371471],[-58.447906545595,-34.5425811768709],[-58.4483745630029,-34.5423046384612],[-58.448756144161,-34.542113090534],[-58.4488326945003,-34.5420820992311],[-58.4493317771576,-34.5418041789098],[-58.449687263541,-34.5416234191193],[-58.4501291791355,-34.5413603635587],[-58.4509968264387,-34.5408850076207]],[[-58.4466750937199,-34.5433952781181],[-58.4469086248181,-34.5431296180922],[-58.4473591328158,-34.5427950662693],[-58.4483318020074,-34.54210902379],[-58.449286515314,-34.5415775694952],[-58.4497139595849,-34.5413213642462],[-58.4498009895192,-34.5412324266825],[-58.4498726615495,-34.5411561941273],[-58.4499283670718,-34.5409575664787],[-58.4499364938437,-34.5407665978317],[-58.4498696696026,-34.5406266785904]],[[-58.4509968264387,-34.5408850076207],[-58.4513602013864,-34.5406996126249],[-58.452415090793,-34.5403119034953],[-58.4532947235704,-34.5400672233521],[-58.4538734254919,-34.5399161593708],[-58.4546604599098,-34.5396778474563],[-58.454883311153,-34.5395927429607],[-58.4560364867902,-34.5390926559434],[-58.4569572597066,-34.5386564072536],[-58.4577108496178,-34.5382392993108],[-58.4586788625074,-34.5375072476642],[-58.4589505271295,-34.5372668925096],[-58.4598507390104,-34.5364419557053]],[[-58.4503356870147,-34.5407139847335],[-58.4502482460978,-34.5408034837806],[-58.4502067374761,-34.5408595977706],[-58.4502112822504,-34.5409274426616],[-58.4502568198606,-34.5410047145724],[-58.4503456351353,-34.541042414937],[-58.4505096129753,-34.5410367777142],[-58.4507237051318,-34.5409595316366],[-58.4509968264387,-34.5408850076207]],[[-58.4595338334729,-34.536520663673],[-58.4598507390104,-34.5364419557053]],[[-58.4598507390104,-34.5364419557053],[-58.4601766434888,-34.5359360758536],[-58.4603425322935,-34.53568707139],[-58.4604254764123,-34.5355593766622],[-58.4604929893806,-34.535436470209],[-58.4604497333346,-34.5353517800993],[-58.460371927266,-34.5352869180534]],[[-58.4598507390104,-34.5364419557053],[-58.4600624839227,-34.5362524216189],[-58.4606184410253,-34.5357012926047],[-58.4609843911437,-34.5352971235907],[-58.461236468347,-34.5350642985673],[-58.4615214783168,-34.534849361538],[-58.4619291184068,-34.5346251284409],[-58.4621866894642,-34.5345147755895],[-58.4626700881342,-34.5344276245009],[-58.4631444948448,-34.5343420925185],[-58.4636353961285,-34.5343106539105],[-58.4639714300801,-34.5343251597213],[-58.4645032409111,-34.534363843285],[-58.4650555079138,-34.5344533051027],[-58.4655376479449,-34.5345669474816],[-58.4667831160227,-34.5350015088688]]]}"
2;LUGONES, LEOPOLDO AV.;AV. LEOPOLDO LUGONES;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4080005965562,-34.5674956368598],[-58.4078640119237,-34.5675822494797],[-58.4076284904034,-34.5677316003138],[-58.4075545883624,-34.5678056815866],[-58.4075183226011,-34.5678725061587],[-58.4074866163121,-34.567930929189],[-58.4074736369836,-34.568031521336],[-58.4074930861404,-34.5681145051151],[-58.4075431799657,-34.5682044173218],[-58.4076183687805,-34.5682666825063],[-58.4077437125322,-34.568326665373],[-58.407919243061,-34.5683359637114],[-58.4080251358545,-34.5683152674406],[-58.408105965509,-34.5682738161268],[-58.4081923902266,-34.5681977943492],[-58.40824259154,-34.5681240612159],[-58.4082649434261,-34.5680295718999],[-58.4082594309414,-34.5679373750156],[-58.408220489136,-34.5678359437725],[-58.4081147174874,-34.5676722514104],[-58.4080005965562,-34.5674956368598]],[[-58.4080005965562,-34.5674956368598],[-58.4079749171893,-34.5674558951288],[-58.4078598177178,-34.5672680600989]],[[-58.4088260978376,-34.5669983137611],[-58.4086763916934,-34.5671540904481],[-58.408598732312,-34.5672869808334],[-58.4085575228417,-34.5673574981012],[-58.4085321130066,-34.5674840466456],[-58.4085430998574,-34.5676307271291],[-58.4085507622245,-34.567733023627],[-58.4086260484176,-34.5678874462071],[-58.4088419729867,-34.568157974796],[-58.4090468639907,-34.5683551603481],[-58.4092517237004,-34.5686027652689],[-58.4093671785591,-34.5687423096769],[-58.4094556006831,-34.5690088057661]],[[-58.4088260978376,-34.5669983137611],[-58.4083434483393,-34.5672782222686],[-58.4080005965562,-34.5674956368598]],[[-58.4517065084119,-34.5413192566172],[-58.4512808596913,-34.5416990493743],[-58.4510766740295,-34.5418830523669],[-58.4509490465645,-34.5420761126781],[-58.4508761007793,-34.5422963289792],[-58.450855994715,-34.5426809636711],[-58.4508268076557,-34.5428287819705],[-58.450755696061,-34.542963020756],[-58.4506426601986,-34.5430806631976],[-58.4503874434422,-34.5431651069453],[-58.450219729023,-34.5432224083143],[-58.4501030535407,-34.5432917817585],[-58.4500538256308,-34.5433566369575],[-58.450042872283,-34.5434622223354]],[[-58.4517065084119,-34.5413192566172],[-58.4500489032779,-34.5422268518719],[-58.4492746603555,-34.5426523167128],[-58.449199912103,-34.5426939131838],[-58.4484323128663,-34.5431210675337],[-58.4476781008534,-34.5435124534493],[-58.4469046229124,-34.5439201217226],[-58.4454507665176,-34.5446886938931],[-58.4428231889383,-34.5461337853294],[-58.4410281469801,-34.547122822286],[-58.4401805359635,-34.5475950150295],[-58.4377748898493,-34.5488877772097],[-58.4363333688617,-34.549662223567],[-58.4323322490792,-34.5518576687861],[-58.4320161361874,-34.5520356261455],[-58.4309918503222,-34.5526015173101],[-58.4294571420005,-34.5534465705293],[-58.4279880406967,-34.5542693684613],[-58.4271123361783,-34.5548056901919],[-58.4249063175509,-34.5562935457809],[-58.4244861875181,-34.5565770898608],[-58.4228678855332,-34.5576689460393],[-58.42134346712,-34.5586968658539],[-58.4208206157145,-34.5590496612513],[-58.4201496725391,-34.5595040271448],[-58.4195667610203,-34.5599251090957],[-58.4189810033829,-34.5604054856407],[-58.4177486544023,-34.5615530251223],[-58.4167986640201,-34.5623405747715],[-58.4161878879355,-34.5628237161181],[-58.4160448218126,-34.5629081018893],[-58.4158325177472,-34.5630397869703],[-58.4156300946802,-34.5631599256821],[-58.4154555138617,-34.5632711307759],[-58.4153117638681,-34.563357839463],[-58.4151115519663,-34.563479245828],[-58.415038656965,-34.5635192895851],[-58.4149092126145,-34.5635981861316],[-58.4147300375248,-34.5637012190055],[-58.4146630181486,-34.5637378844143],[-58.4144906560138,-34.5638356376915],[-58.4142617501343,-34.5639610455794],[-58.4139390887417,-34.5641290935622],[-58.4135892647315,-34.5643043836036],[-58.4135255699034,-34.5643318943882],[-58.4132760578563,-34.564459686586],[-58.4130773862475,-34.5645583427339],[-58.4129287025905,-34.5646304684826],[-58.4127393137113,-34.5647222261493],[-58.4126254567887,-34.5647807032016],[-58.412466459257,-34.5648728954584],[-58.4123394007996,-34.5649406629926],[-58.4115648846984,-34.5653260621943],[-58.411067490639,-34.5655900820388],[-58.4109712332571,-34.565720413367],[-58.4107883024541,-34.5658532605259],[-58.4102949815867,-34.566146401046],[-58.4094801768844,-34.5666089935295],[-58.4088260978376,-34.5669983137611]],[[-58.4651470681147,-34.5346526429204],[-58.4649587374329,-34.534628349582],[-58.4647625775727,-34.5346065914212],[-58.4645178249563,-34.5345923692593],[-58.4644086397635,-34.5346015966405],[-58.4643150282081,-34.5346139928888],[-58.4641871208875,-34.5346393478699],[-58.4636857038487,-34.5348091500072],[-58.4634455473937,-34.5349152132474],[-58.4633338940426,-34.5349690897582],[-58.4632460690387,-34.5350097964027],[-58.4631606268042,-34.5350498691409],[-58.4630776524912,-34.5350991676156],[-58.4629488080924,-34.5351791718649],[-58.462307050122,-34.5356334190686],[-58.4594426648329,-34.5377987634565],[-58.4582841749552,-34.5385976390323],[-58.4574942836567,-34.5390043177336],[-58.4547470177849,-34.5403259236206],[-58.4532152008306,-34.5407927381157],[-58.453060214344,-34.5408356153642],[-58.4528532253642,-34.5408898268065],[-58.4526386601915,-34.5409548828648],[-58.4525813803466,-34.5409722029077],[-58.4523437483847,-34.5410538066237],[-58.452087475065,-34.5411525921808],[-58.4517065084119,-34.5413192566172]]]}"
29459;ACCESO NORTE - PANAMERICANA;ACCESO NORTE - PANAMERICANA;"{""type"":""MultiLineString"",""coordinates"":[[[-58.4921623945736,-34.5473855109669],[-58.4921954696141,-34.5472210124771]],[[-58.4921954696141,-34.5472210124771],[-58.4921509087195,-34.5471871510287]],[[-58.4921954696141,-34.5472210124771],[-58.492236468239,-34.5470171051785],[-58.4923014349029,-34.5468761055526],[-58.4923452471755,-34.5467810178184]],[[-58.4921954696141,-34.5472210124771],[-58.4923621606881,-34.5473476792305],[-58.4924973721671,-34.5475334657971],[-58.4927447432706,-34.5477584798584],[-58.4929160399573,-34.5479142939897],[-58.4931148154439,-34.5480101817372],[-58.4932528529782,-34.5480228373634],[-58.4934583490007,-34.5480416774563],[-58.4936303948871,-34.5480280960552],[-58.4937551402968,-34.5479707585181],[-58.4939052514368,-34.5479017616931],[-58.4940975278529,-34.5477203561364],[-58.4943428846451,-34.5474888696539],[-58.49459051406,-34.5471472029092],[-58.4946717456246,-34.546955205085],[-58.4948493693592,-34.5465353727565],[-58.4949825139015,-34.5462206687144],[-58.4951014473356,-34.5459395522943],[-58.495335255014,-34.5453869080568],[-58.4955519027636,-34.544749255317],[-58.4956373858903,-34.5444091817843],[-58.4954719657082,-34.5446784329429],[-58.4953693194049,-34.5449193295471],[-58.4952804195559,-34.5451279639358],[-58.4951240737338,-34.54541057893],[-58.495021418227,-34.5456325835244],[-58.4949415645596,-34.5457790152424],[-58.4948617051618,-34.5459112781382],[-58.4947533150927,-34.5460671630844],[-58.4946335033939,-34.5462088821506],[-58.4945422164755,-34.5463128102823],[-58.494387295822,-34.5464612057366],[-58.494216963365,-34.5465726553898],[-58.4940647370121,-34.5466722576452],[-58.4938517244348,-34.5467569430761],[-58.4936234381483,-34.5468420136982],[-58.4933324722556,-34.5468798407018],[-58.4930812018596,-34.5468941019556],[-58.4928015053739,-34.5468752795379],[-58.4925503369599,-34.546823389055],[-58.4923452471755,-34.5467810178184]],[[-58.4923452471755,-34.5467810178184],[-58.4923447611563,-34.5467809174071],[-58.4920536973989,-34.5466865447134],[-58.4916192685395,-34.5465284304808]],[[-58.4923452471755,-34.5467810178184],[-58.4924018715845,-34.5466581229863],[-58.4926585950269,-34.5462849494114],[-58.49288113536,-34.5460959777105]],[[-58.4916192685395,-34.5465284304808],[-58.4913315669788,-34.5464642665363],[-58.4909479460086,-34.5463207790444],[-58.4905720540021,-34.5461801808015],[-58.4899477877616,-34.5459167241471],[-58.4894215999561,-34.5456946553752],[-58.4889743236624,-34.5455058871709],[-58.4887416435386,-34.5454076860111],[-58.4883904650995,-34.5452294041299],[-58.4880218682122,-34.5450720361385]],[[-58.4916192685395,-34.5465284304808],[-58.4908605584529,-34.5461531354811],[-58.4904288457233,-34.5459395856972],[-58.4900727021875,-34.5457634147782],[-58.4898440826719,-34.5456503242922],[-58.4895931899312,-34.5454874890661],[-58.4889823378917,-34.5451334028295],[-58.4885364818668,-34.5448931011753]],[[-58.49288113536,-34.5460959777105],[-58.4930808894858,-34.5460345301813],[-58.4935057104281,-34.5459038471502],[-58.4938627653352,-34.5457509577846],[-58.4942222813013,-34.545538333976],[-58.4944043331454,-34.5454306646248],[-58.4945703635436,-34.5452832057784],[-58.4947768697223,-34.5450997975788],[-58.4949100473925,-34.5449815153858],[-58.4951237971541,-34.5446974175818],[-58.4954176105577,-34.5443435922255]],[[-58.49288113536,-34.5460959777105],[-58.492972427528,-34.5460014966604],[-58.4932463321301,-34.5457983427726],[-58.4934403652462,-34.5457038356237],[-58.4936040996854,-34.5456240855568],[-58.4939197241521,-34.5454297844762],[-58.4940590026742,-34.5453440428962],[-58.4941707718896,-34.5451699592598],[-58.4942741044982,-34.5450090151314],[-58.4944560398552,-34.5448440036937],[-58.4946737219417,-34.5446465695273],[-58.4948672268623,-34.5444710625498],[-58.4951435873417,-34.5442152018069]],[[-58.4955293682676,-34.5455049290989],[-58.4954723841104,-34.5457458134725],[-58.4953640193832,-34.5459630969521],[-58.4952847628941,-34.5461220143568],[-58.4952082160507,-34.5462754980174],[-58.4951758425112,-34.5464354393876],[-58.4951503860293,-34.5465612066187],[-58.4951702501554,-34.5467329849695],[-58.4952445416483,-34.5469596654445],[-58.4953587727468,-34.5471438288948],[-58.495564356201,-34.5473893656598],[-58.49579275231,-34.5475829437532],[-58.4960500851585,-34.5478010457092],[-58.496346591747,-34.5479889636201],[-58.4968775386912,-34.5482344080499],[-58.4971515929285,-34.5483996332607]],[[-58.4955293682676,-34.5455049290989],[-58.4953696497574,-34.5457647326928],[-58.4951643312994,-34.5461898504865],[-58.4950942076148,-34.5463350425242],[-58.4950155094415,-34.5464979875048],[-58.4948906228487,-34.5468936383531],[-58.494860024763,-34.5469905749748],[-58.4947366221529,-34.5471912229271],[-58.4944684820341,-34.5475455120989],[-58.4943201419928,-34.5477250216133],[-58.4942016796035,-34.5478683748439],[-58.4940804906973,-34.5479517836541],[-58.4939153008734,-34.5480654758305],[-58.4937059024636,-34.5482095938727],[-58.493327183681,-34.5483675919692]],[[-58.4959342168847,-34.5444752222917],[-58.4958658077445,-34.5446877724563],[-58.4957923636895,-34.5449159650674],[-58.4955293682676,-34.5455049290989]]]}"
29101;AUTOPISTA ARTURO ILLIA;AU. ARTURO ILLIA;"{""type"":""MultiLineString"",""coordinates"":[[[-58.3818318861723,-34.5915929106019],[-58.3818065929411,-34.5902304234921],[-58.381657933043,-34.5895079478675],[-58.3815235420113,-34.5890647853137],[-58.3813531433611,-34.5885631712599],[-58.3809472046206,-34.5875344390826],[-58.3805363927651,-34.5867492772002],[-58.3803191610302,-34.5863475733552],[-58.3800483395633,-34.5858491543469],[-58.3798999512416,-34.5855086017018],[-58.3798102745256,-34.5851742444315],[-58.3797917419485,-34.5850090938285],[-58.379761623014,-34.5847118129889],[-58.3798027898995,-34.5843971243644],[-58.3798670064611,-34.5842007359976],[-58.3799413039303,-34.5839798899307],[-58.3800659244953,-34.5837430032731],[-58.380220614663,-34.583518821227],[-58.3804329768497,-34.5833043041098],[-58.3807482576223,-34.5830287163237],[-58.3811827823622,-34.582713364686],[-58.381783318263,-34.582360133267],[-58.3823392868866,-34.5820753365308],[-58.3837005803393,-34.5813737262277],[-58.385251730956,-34.5805951508017],[-58.3871107688529,-34.5797063161452],[-58.3877150494738,-34.5793608474729],[-58.3887097771448,-34.578763779853],[-58.3893503511962,-34.5783036479437],[-58.3894851258211,-34.5781915071162]],[[-58.3896722465844,-34.5781964558971],[-58.3892385771293,-34.5785759427174],[-58.3885026041215,-34.5790098583086],[-58.387120145594,-34.5798427410832],[-58.3861901313145,-34.5802913905144],[-58.3842116683411,-34.5812656823206],[-58.3833267889876,-34.581766833615],[-58.382210372125,-34.5823938965738],[-58.3816979481573,-34.582678527533],[-58.3810986981761,-34.5830113816476],[-58.3807934400768,-34.5832232614056],[-58.3804995200537,-34.5834662942131],[-58.3803054251595,-34.5836945957657],[-58.3801751000195,-34.5838899931527],[-58.3800712993139,-34.5841183553366],[-58.3799940579533,-34.5843445389588],[-58.3799646964186,-34.5844938787038],[-58.3799561488493,-34.5846017586299],[-58.3799351126609,-34.5848672577431],[-58.3799508558071,-34.5850605573539],[-58.3799984447213,-34.5852780396561],[-58.3801045192973,-34.5855473427304],[-58.3802185807673,-34.5857828752865],[-58.3806080569583,-34.5865216503317],[-58.380961237489,-34.5871877277171],[-58.3811669065437,-34.5875756018793],[-58.3812794289246,-34.5878551515722],[-58.3814629547325,-34.5883110973487],[-58.381689900036,-34.5889561792223],[-58.3817784226382,-34.5892659735037],[-58.3819470389408,-34.590014789332],[-58.3819907307867,-34.5903246516832],[-58.3820625188788,-34.5915860898521]],[[-58.3896722465844,-34.5781964558971],[-58.3894851258211,-34.5781915071162]],[[-58.3894851258211,-34.5781915071162],[-58.3889181544138,-34.5781765106742],[-58.3879055299476,-34.5781497201053],[-58.3869296662989,-34.5781238941364],[-58.3861234225254,-34.5782113570582]],[[-58.3894851258211,-34.5781915071162],[-58.3904420752909,-34.5773952529298],[-58.3913120319862,-34.5765483291213],[-58.3925411679126,-34.5752663126546],[-58.393107819572,-34.5749339531946],[-58.3941548002779,-34.5745919516965],[-58.3952261350438,-34.5742222485156],[-58.396180756266,-34.5738007000165],[-58.3974514228037,-34.5731235644966]],[[-58.3939591116377,-34.575106719757],[-58.3934742497098,-34.5755529171323],[-58.3928367920556,-34.5759672270567],[-58.3922096924037,-34.576476568847],[-58.3918646190831,-34.5769515152784],[-58.3913941983887,-34.5774350265525],[-58.3909134240609,-34.5778062226209],[-58.3902550544561,-34.5782118675691],[-58.3896722465844,-34.5781964558971]],[[-58.3939591116377,-34.575106719757],[-58.3924607686128,-34.5759929283237],[-58.3915410495695,-34.5767007954421],[-58.3902163584777,-34.5777203182109],[-58.3896722465844,-34.5781964558971]],[[-58.3974514228037,-34.5731235644966],[-58.3999945819804,-34.571824884778],[-58.4004057040938,-34.5716001774867]],[[-58.3974514228037,-34.5731235644966],[-58.3981412876023,-34.5726283000723],[-58.3985766383232,-34.5722075824372],[-58.398859713519,-34.5717261742535],[-58.3990026987469,-34.5711759406274],[-58.3989654327751,-34.570709612519]],[[-58.3985001767125,-34.5727566196734],[-58.3965880808457,-34.5738009213097],[-58.3950939559756,-34.5745430591289],[-58.3943552813161,-34.5749099501274],[-58.3939591116377,-34.575106719757]],[[-58.4006623294725,-34.571865231249],[-58.4004503779798,-34.5719582324538],[-58.4000344104201,-34.5721407512378],[-58.3995631115942,-34.5723887844423],[-58.3991972710576,-34.5725398537597],[-58.3988455772361,-34.572685079813],[-58.3985001767125,-34.5727566196734]],[[-58.4006623294725,-34.571865231249],[-58.4007215859994,-34.5719264336294],[-58.4009855956491,-34.5721991113271],[-58.4010785758997,-34.5722951437723],[-58.4011756625048,-34.5723437717677],[-58.4013252538409,-34.5723759323362],[-58.4015856880107,-34.572385230222],[-58.4017575049741,-34.5723348964251],[-58.4018961073645,-34.572238709755],[-58.4019793266287,-34.5721012429063],[-58.401973911992,-34.5719270630618],[-58.401918612749,-34.5717711928208],[-58.4017967786661,-34.5716702926869],[-58.4016305948348,-34.5715968719074],[-58.401397872697,-34.5715830044281],[-58.4011595519817,-34.5716470550445],[-58.4008047966932,-34.5718027183991],[-58.4006623294725,-34.571865231249]],[[-58.400542331202,-34.5717412921361],[-58.4006623294725,-34.571865231249]],[[-58.400542331202,-34.5717412921361],[-58.399577388106,-34.5722560921084],[-58.3985001767125,-34.5727566196734]],[[-58.4004057040938,-34.5716001774867],[-58.400542331202,-34.5717412921361]],[[-58.4004057040938,-34.5716001774867],[-58.4020468822987,-34.5707031316631],[-58.4031733748917,-34.5699955627659],[-58.4045295134361,-34.5691150311307],[-58.4061384735359,-34.5680396539101],[-58.4063636884729,-34.5678887549773]],[[-58.3998858433553,-34.5710091233502],[-58.4002509417253,-34.5714403311574],[-58.4004057040938,-34.5716001774867]],[[-58.4063636884729,-34.5678887549773],[-58.4077371461836,-34.5669684873872],[-58.4083622544714,-34.5665535660561],[-58.4088899920668,-34.5662233335542],[-58.4104935441112,-34.5654275213372],[-58.4111749088688,-34.5651015812388],[-58.4136185937594,-34.5638696943874],[-58.4145458323828,-34.5634209682587],[-58.4148480852246,-34.5632643273846],[-58.415770270075,-34.5626715404353],[-58.4169128004734,-34.5618203875306],[-58.4184243255164,-34.5604270540352],[-58.4187676034906,-34.5601306054442],[-58.419351680376,-34.5596308775199],[-58.4202430749569,-34.559021098456],[-58.4223229286849,-34.5576321490787],[-58.4228505709455,-34.5572679616369],[-58.4263851301397,-34.5548583508001],[-58.4270715290495,-34.5543882731631],[-58.4277066747249,-34.554007148826],[-58.4305749495699,-34.5524233902399],[-58.4317424015486,-34.5517447683525],[-58.43226514998,-34.5514408955088],[-58.4330078193854,-34.5509580879564],[-58.4338422752327,-34.5505076268171]],[[-58.4063636884729,-34.5678887549773],[-58.4062119664797,-34.5676276499228],[-58.4060593561211,-34.5673748108273],[-58.4058976786955,-34.5672409171452],[-58.405735991649,-34.5671218919711],[-58.4054588128557,-34.5669673509975]],[[-58.411067490639,-34.5655900820388],[-58.4095689743463,-34.5663844351428],[-58.4077571192701,-34.567474049645],[-58.4065243238361,-34.5681732504272],[-58.4055631537936,-34.5687084244637],[-58.4046332903852,-34.569260883841],[-58.4038600887814,-34.5697874945955],[-58.4029092712391,-34.5704004038486],[-58.4020629600059,-34.570901050186],[-58.4010494848826,-34.5714707185364],[-58.400542331202,-34.5717412921361]]]}"
